value,total_removed,ground_removed,ground_removed_total,cone_removed
-1.000000,0.507904,0.980257,0.520165,0.232587
-0.991667,0.507904,0.980257,0.520165,0.232587
-0.983333,0.507904,0.980257,0.520165,0.232587
-0.975000,0.507904,0.980257,0.520165,0.232587
-0.966667,0.507904,0.980257,0.520165,0.232587
-0.958333,0.507904,0.980257,0.520165,0.232587
-0.950000,0.507904,0.980257,0.520165,0.232587
-0.941667,0.507904,0.980257,0.520165,0.232587
-0.933333,0.507904,0.980257,0.520165,0.232587
-0.925000,0.507904,0.980257,0.520165,0.232587
-0.916667,0.507904,0.980257,0.520165,0.232587
-0.908333,0.507904,0.980257,0.520165,0.232587
-0.900000,0.507904,0.980257,0.520165,0.232587
-0.891667,0.507904,0.980257,0.520165,0.232587
-0.883333,0.507904,0.980257,0.520165,0.232587
-0.875000,0.507904,0.980257,0.520165,0.232587
-0.866667,0.507904,0.980257,0.520165,0.232587
-0.858333,0.507904,0.980257,0.520165,0.232587
-0.850000,0.507904,0.980257,0.520165,0.232587
-0.841667,0.507904,0.980257,0.520165,0.232587
-0.833333,0.507904,0.980257,0.520165,0.232587
-0.833333,0.507904,0.980257,0.520165,0.232587
-0.825000,0.507904,0.980257,0.520165,0.232587
-0.816667,0.507904,0.980257,0.520165,0.232587
-0.808333,0.507904,0.980257,0.520165,0.232587
-0.800000,0.507904,0.980257,0.520165,0.232587
-0.791667,0.507904,0.980257,0.520165,0.232587
-0.783333,0.507904,0.980257,0.520165,0.232587
-0.775000,0.507904,0.980257,0.520165,0.232587
-0.766667,0.507904,0.980257,0.520165,0.232587
-0.758333,0.507904,0.980257,0.520165,0.232587
-0.750000,0.507904,0.980257,0.520165,0.232587
-0.741667,0.507904,0.980257,0.520165,0.232587
-0.733333,0.507904,0.980257,0.520165,0.232587
-0.725000,0.507904,0.980257,0.520165,0.232587
-0.716667,0.507904,0.980257,0.520165,0.232587
-0.708333,0.507904,0.980257,0.520165,0.232587
-0.700000,0.507904,0.980257,0.520165,0.232587
-0.691667,0.507904,0.980257,0.520165,0.232587
-0.683333,0.507904,0.980257,0.520165,0.232587
-0.675000,0.507904,0.980257,0.520165,0.232587
-0.666667,0.507904,0.980257,0.520165,0.232587
-0.666667,0.507904,0.980257,0.520165,0.232587
-0.658333,0.507904,0.980257,0.520165,0.232587
-0.650000,0.507904,0.980257,0.520165,0.232587
-0.641667,0.507904,0.980257,0.520165,0.232587
-0.633333,0.507904,0.980257,0.520165,0.232587
-0.625000,0.507904,0.980257,0.520165,0.232587
-0.616667,0.507904,0.980257,0.520165,0.232587
-0.608333,0.507904,0.980257,0.520165,0.232587
-0.600000,0.507904,0.980257,0.520165,0.232587
-0.591667,0.507904,0.980257,0.520165,0.232587
-0.583333,0.507904,0.980257,0.520165,0.232587
-0.575000,0.507904,0.980257,0.520165,0.232587
-0.566667,0.507904,0.980257,0.520165,0.232587
-0.558333,0.507904,0.980257,0.520165,0.232587
-0.550000,0.507904,0.980257,0.520165,0.232587
-0.541667,0.507904,0.980257,0.520165,0.232587
-0.533333,0.507904,0.980257,0.520165,0.232587
-0.525000,0.507904,0.980257,0.520165,0.232587
-0.516667,0.507904,0.980257,0.520165,0.232587
-0.508333,0.507904,0.980257,0.520165,0.232587
-0.500000,0.507904,0.980257,0.520165,0.232587
-0.500000,0.507904,0.980257,0.520165,0.232587
-0.491667,0.507904,0.980257,0.520165,0.232587
-0.483333,0.507904,0.980257,0.520165,0.232587
-0.475000,0.507904,0.980257,0.520165,0.232587
-0.466667,0.507904,0.980257,0.520165,0.232587
-0.458333,0.507904,0.980257,0.520165,0.232587
-0.450000,0.507904,0.980257,0.520165,0.232587
-0.441667,0.507904,0.980257,0.520165,0.232587
-0.433333,0.507904,0.980257,0.520165,0.232587
-0.425000,0.507904,0.980257,0.520165,0.232587
-0.416667,0.507904,0.980257,0.520165,0.232587
-0.408333,0.507904,0.980257,0.520165,0.232587
-0.400000,0.507904,0.980257,0.520165,0.232587
-0.391667,0.507904,0.980257,0.520165,0.232587
-0.383333,0.507904,0.980257,0.520165,0.232587
-0.375000,0.507904,0.980257,0.520165,0.232587
-0.366667,0.507904,0.980257,0.520165,0.232587
-0.358333,0.507904,0.980257,0.520165,0.232587
-0.350000,0.507904,0.980257,0.520165,0.232587
-0.341667,0.507904,0.980257,0.520165,0.232587
-0.333333,0.507904,0.980257,0.520165,0.232587
-0.333333,0.507904,0.980257,0.520165,0.232587
-0.325000,0.507904,0.980257,0.520165,0.232587
-0.316667,0.507904,0.980257,0.520165,0.232587
-0.308333,0.507904,0.980257,0.520165,0.232587
-0.300000,0.507904,0.980257,0.520165,0.232587
-0.291667,0.507904,0.980257,0.520165,0.232587
-0.283333,0.507904,0.980257,0.520165,0.232587
-0.275000,0.507904,0.980257,0.520165,0.232587
-0.266667,0.507904,0.980257,0.520165,0.232587
-0.258333,0.507904,0.980257,0.520165,0.232587
-0.250000,0.507904,0.980257,0.520165,0.232587
-0.241667,0.507904,0.980257,0.520165,0.232587
-0.233333,0.507904,0.980257,0.520165,0.232587
-0.225000,0.507904,0.980257,0.520165,0.232587
-0.216667,0.507904,0.980257,0.520165,0.232587
-0.208333,0.507904,0.980257,0.520165,0.232587
-0.200000,0.507904,0.980257,0.520165,0.232587
-0.191667,0.507904,0.980257,0.520165,0.232587
-0.183333,0.507904,0.980257,0.520165,0.232587
-0.175000,0.507904,0.980257,0.520165,0.232587
-0.166667,0.507904,0.980257,0.520165,0.232587
-0.166667,0.507904,0.980257,0.520165,0.232587
-0.158333,0.507904,0.980257,0.520165,0.232587
-0.150000,0.507904,0.980257,0.520165,0.232587
-0.141667,0.507904,0.980257,0.520165,0.232587
-0.133333,0.507904,0.980257,0.520165,0.232587
-0.125000,0.507904,0.980257,0.520165,0.232587
-0.116667,0.507904,0.980257,0.520165,0.232587
-0.108333,0.507904,0.980257,0.520165,0.232587
-0.100000,0.507904,0.980257,0.520165,0.232587
-0.091667,0.507904,0.980257,0.520165,0.232587
-0.083333,0.507904,0.980257,0.520165,0.232587
-0.075000,0.507904,0.980257,0.520165,0.232587
-0.066667,0.507904,0.980257,0.520165,0.232587
-0.058333,0.508284,0.980284,0.520566,0.232587
-0.050000,0.512906,0.980588,0.525332,0.232587
-0.041667,0.522073,0.980859,0.534718,0.232587
-0.033333,0.545991,0.981423,0.559377,0.232587
-0.025000,0.611820,0.982920,0.628113,0.235288
-0.016667,0.655647,0.984411,0.674547,0.234227
-0.008333,0.707022,0.986065,0.728537,0.234127
-0.000000,0.729690,0.986549,0.752327,0.234127
0.000000,0.729690,0.986549,0.752327,0.234127
